target_id,score_run_id,vertical,naics_code,legal_name,dba_name,address,city,county,state,zip,phone,website,license_number,license_type,license_holder_name,banner_program,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,entity_status,is_distressed,distress_reasons,location_count,pharmacist_count,compounding_capability,layer1_score,layer1_comment,layer2_score,layer2_comment,layer3_score,layer3_comment,layer4_score,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness,deep_dive_pending,drop_reason,disqualifier_type,family_successor_locked,scored_at,batch_idx,spine_index
pharm-2-79,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Green Cross Pharmacy,Green Cross Pharmacy,1305 Airport Fwy Ste 110,Bedford,Tarrant,TX,76021,(817) 354-7771,https://greencross.kkspharmacytx.com/,,Class A (Community Pharmacy),"Pradip Mehta, RPh",Good Neighbor Pharmacy,"Pradip Mehta, RPh (likely PIC, possibly owner)",65,career_proxy,,,unknown,False,[],,1,,81.0,"Owner ~65 (63-67 band, high succession risk)",53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),63,C,C-tier: Green Cross Pharmacy (Bedford).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.6,False,,,False,2026-05-16T17:03:57Z,2,79
pharm-3-katy-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Katy Pharmacy,Katy Pharmacy,20005 Katy Fwy,Katy,Harris,TX,77450,(281) 578-1515,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),63,C,C-tier: Katy Pharmacy (Katy).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-kingsland-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Kingsland Pharmacy,Kingsland Pharmacy,21214 Kingsland Blvd,Katy,Harris,TX,77450,(281) 599-7880,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),63,C,C-tier: Kingsland Pharmacy (Katy).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-hometown-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Hometown Pharmacy,Hometown Pharmacy,1251 Pin Oak Rd Ste 127,Katy,Fort Bend,TX,77494,(832) 437-2877,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),63,C,C-tier: Hometown Pharmacy (Katy).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-pinecroft-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Pinecroft Pharmacy,Pinecroft Pharmacy,9305 Pinecroft Dr Ste 102,The Woodlands,Montgomery,TX,77380,(281) 466-3650,,,Class A (Community Pharmacy),,Independent (RxLocal),,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",68.0,Solo pharmacist 10+yr Class A (15yr tenure),88,6 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),63,C,C-tier: Pinecroft Pharmacy (The Woodlands).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-guardian-angel-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Guardian Angel Pharmacy,Guardian Angel Pharmacy,1537 N Zaragoza Rd Ste 1A,El Paso,El Paso,TX,79936,(915) 850-0713,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),63,C,C-tier: Guardian Angel Pharmacy (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-vip-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,VIP Pharmacy,VIP Pharmacy,10970 Ben Crenshaw Ste 107,El Paso,El Paso,TX,79935,(915) 629-2020,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),63,C,C-tier: VIP Pharmacy (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-primemed-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Primemed Pharmacy,Primemed Pharmacy,10500 Vista Del Sol Dr Ste A,El Paso,El Paso,TX,79925,(915) 595-1300,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (El Paso),63,C,C-tier: Primemed Pharmacy (El Paso).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-healthville-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Healthville Pharmacy,Healthville Pharmacy,7215 McPherson Rd,Laredo,Webb,TX,78041,(956) 701-3349,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Webb),63,C,C-tier: Healthville Pharmacy (Laredo).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-medcenter-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Medcenter Pharmacy,Medcenter Pharmacy,1419 E Bustamante St,Laredo,Webb,TX,78041,(956) 791-1991,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Webb),63,C,C-tier: Medcenter Pharmacy (Laredo).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-health-plus-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Health Plus Pharmacy,Health Plus Pharmacy,3104 W Mile 5 Rd Ste 2,Mission,Hidalgo,TX,78574,(956) 424-3535,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Hidalgo),63,C,C-tier: Health Plus Pharmacy (Mission).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-lindberg-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Lindberg Pharmacy,Lindberg Pharmacy,1801 W University Dr Ste B,Edinburg,Hidalgo,TX,78539,,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Hidalgo),63,C,C-tier: Lindberg Pharmacy (Edinburg).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-dorado-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Dorado Pharmacy,Dorado Pharmacy,4060 Faudrey Rd Ste 101,Odessa,Ector,TX,79765,(432) 614-6828,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Ector),63,C,C-tier: Dorado Pharmacy (Odessa).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-2-81,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Brown's Pharmacy,Brown's Pharmacy,2021 N MacArthur Blvd Ste 120,Irving,Dallas,TX,75061,(972) 254-8156,https://www.brownsrx.com/,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,Husband-wife pharmacist couple (post-Buddy Brown),,unknown,,53,unknown,False,[],,2,,45.0,no owner-age signal; midpoint placeholder,91,"Multi-pharmacist/multi-loc Class A, 53yr tenure (1 loc, 2 pharmacist(s)) | +3 banner (GNP/Health Mart)",55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),62,C,C-tier: Brown's Pharmacy (Irving).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,81
pharm-3-tyler-rx-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Tyler Rx Pharmacy,Tyler Rx Pharmacy,2415 E 5th St,Tyler,Smith,TX,75701,(903) 593-1400,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),62,C,C-tier: Tyler Rx Pharmacy (Tyler).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-medical-plaza-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Medical Plaza Pharmacy,Medical Plaza Pharmacy,615 N Third St Ste 1,Longview,Gregg,TX,75601,(903) 757-3477,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),62,C,C-tier: Medical Plaza Pharmacy (Longview).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-3-circle-drug-pharmacy,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Circle Drug Pharmacy,Circle Drug Pharmacy,3211 Robinson Dr,Waco,McLennan,TX,76706,(254) 662-0774,,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,52,banner_member_tenure_proxy,,15,unknown_comptroller_session_gated,False,[],,1,,34.5,"Owner ~52 (<53, low succession risk)",71.0,Solo pharmacist 10+yr Class A (15yr tenure) | +3 banner (GNP/Health Mart),84,5 coast tell(s): pre-2015 website or none; no online refill / app; phone-only intake; no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),62,C,C-tier: Circle Drug Pharmacy (Waco).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,,True,,,False,2026-05-16T17:03:57Z,3,
pharm-1-6,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Alliance Pharmacy,Alliance Pharmacy,,Houston,Harris,TX,,,,,,,Independent (RxLocal); part of Texas Alliance Pharmacy group,"Augustine Nioku, RPh (presumed PharmD/RPh)",,name_only — no graduation year or tenure data,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",88,6 coast tell(s): No website beyond directory listings; Single solo-owner operation; pre-2015 website or none; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),61,C,C-tier: Alliance Pharmacy (Houston).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,1,6
pharm-2-84,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,McKinney Pharmacy,McKinney Pharmacy / Northside Medical Supply,1601 W University Dr,McKinney,Collin,TX,75069,(214) 842-8445,https://www.mckinneypharmacy.net/,,Class A (Community Pharmacy) + Compounding,,Good Neighbor Pharmacy,,,unknown,,119,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,85,Solo pharmacist 10+yr Class A (119yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 rural-elderly/RGV/El Paso (Collin),61,C,C-tier: McKinney Pharmacy (McKinney).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,84
pharm-2-68,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Lake Worth Pharmacy,Lake Worth Pharmacy,4701 Boat Club Rd Ste 115,Fort Worth,Tarrant,TX,76135,(817) 237-7877,https://www.facebook.com/lakeworthpharmacy/,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,,unknown,,47,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,85,Solo pharmacist 10+yr Class A (47yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),60,C,C-tier: Lake Worth Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.45,False,,,False,2026-05-16T17:03:57Z,2,68
pharm-2-75,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Industrial & Family Pharmacy,Industrial & Family Pharmacy,2301 NE 28th St,Fort Worth,Tarrant,TX,76106,(817) 625-6265,,,Class A (Community Pharmacy),,Independent (RxLocal),,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",84,5 coast tell(s): pre-2015 website or none; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),60,C,C-tier: Industrial & Family Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,2,75
pharm-2-91,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Country Place Pharmacy,Country Place Pharmacy,2404 Smith Ranch Rd Ste 100,Pearland,Brazoria,TX,77584,(713) 436-3344,,,Class A (Community Pharmacy),,Independent (RxLocal),,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",84,5 coast tell(s): pre-2015 website or none; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),60,C,C-tier: Country Place Pharmacy (Pearland).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,2,91
pharm-2-93,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Rx-Care Pharmacy,Rx-Care Pharmacy LLC #1,7121 Broadway St Ste 1206,Pearland,Brazoria,TX,77581,(281) 412-0377,,,Class A (Community Pharmacy) + Compounding,,Independent (RxLocal),,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",84,5 coast tell(s): pre-2015 website or none; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),60,C,C-tier: Rx-Care Pharmacy (Pearland).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,2,93
pharm-2-95,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Healthchoice Pharmacy,Healthchoice Pharmacy / Healthchoice Management Services LLC,12930 Dairy Ashford Rd Ste 303,Sugar Land,Fort Bend,TX,77478,(281) 741-8358,,,Class A (Community Pharmacy),,Independent (RxLocal),,,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",84,5 coast tell(s): pre-2015 website or none; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain); no public team / about page,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),60,C,C-tier: Healthchoice Pharmacy (Sugar Land).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.3,False,,,False,2026-05-16T17:03:57Z,2,95
pharm-1-13,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,BrightMed Pharmacy,BrightMed Pharmacy,,Houston,Harris,TX,,,,,,,Good Neighbor Pharmacy,"Christi Zhao (VP, authorized person)",,no_signal,,,unknown,False,[],1,,unknown,45.0,no owner-age signal; midpoint placeholder,53,"Class A pharmacy, tenure unknown — placeholder midpoint | +3 banner (GNP/Health Mart)",80,4 coast tell(s): No independent website; pre-2015 website or none; single-store solo PIC operation; no public team / about page,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Houston),59,C,C-tier: BrightMed Pharmacy (Houston).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",unknown,0.32,False,,,False,2026-05-16T17:03:57Z,1,13
pharm-2-62,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Medsavers Pharmacy,MedSavers Pharmacy,1800 W 35th St,Austin,Travis,TX,78703,(512) 465-9292,https://www.medsaverspharmacy.com/,,Class A (Community Pharmacy) - cash-only,"Chris Johnson, RPh (UT 1995, owner)",Independent (RxLocal),"Chris Johnson, RPh",53,license_grad_year,31,21,unknown,False,[],,1,,35,"Owner ~53 (53-57 band, early succession window)",77.6,Solo pharmacist 10+yr Class A (31yr tenure),67,3 coast tell(s): no specialty services; 30+ yr tenure under same owner; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),59,C,C-tier: Medsavers Pharmacy (Austin).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",high,0.85,False,,,False,2026-05-16T17:03:57Z,2,62
pharm-2-63,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Neighborhood Pharmacy,Neighborhood Pharmacy,2620 E 7th St,Austin,Travis,TX,78702,(512) 476-4751,,,Class A (Community Pharmacy),"Jose I Gutierrez, RPh",Independent (RxLocal),"Jose I Gutierrez, RPh",,unknown,,,unknown,False,[],,1,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",80,4 coast tell(s): pre-2015 website or none; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Austin),59,C,C-tier: Neighborhood Pharmacy (Austin).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.6,False,,,False,2026-05-16T17:03:57Z,2,63
pharm-2-92,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Family Pharmacy Care,Family Pharmacy Care,10905 Memorial Hermann Dr Ste 102,Pearland,Brazoria,TX,77584,(281) 315-3770,,,Class A (Community Pharmacy),"Pham Nguyen, RPh (authorized official)",Independent (RxLocal),"Pham Nguyen, RPh",,unknown,,,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,50,"Class A pharmacy, tenure unknown — placeholder midpoint",80,4 coast tell(s): pre-2015 website or none; no specialty services; single-store solo PIC operation; RxLocal-only microsite (no independent domain),60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),59,C,C-tier: Family Pharmacy Care (Pearland).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,False,2026-05-16T17:03:57Z,2,92
pharm-1-41,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Oakdell Pharmacy - Medical Center,Oakdell Pharmacy - Medical Center,,San Antonio,Bexar,TX,,,https://oakdellpharmacy.com/,,,,Health Mart,"Jeff Carson, RPh (same parent as spine_index 39)",53,linkedin_grad_1996,30,57,Active,False,[],3,,yes,35,"Owner ~53 (53-57 band, early succession window)",100,"Multi-pharmacist/multi-loc Class A, 57yr tenure (3 loc, 1 pharmacist(s)) | +5 compounding, +3 banner (GNP/Health Mart)",42,1 coast tell(s): 30+ yr tenure under same owner,65,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | +5 compounding specialty,58,C,"C-tier: Oakdell Pharmacy - Medical Center (San Antonio). Family successor in place — demoted (watch-list, not active target)","Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.55,False,,,True,2026-05-16T17:03:57Z,1,41
pharm-2-52,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Legends Pharmacy,Legends Pharmacy,6601 Blanco Rd,San Antonio,Bexar,TX,78216,(210) 735-2323,https://legendspharmacy.com/,,Class A (Community Pharmacy) / LTC,"Angela DiPaolo, RPh, PharmD (VP Pharmacy Ops)",Independent (RxLocal),"Angela DiPaolo, RPh, PharmD (VP, longtime executive — original Director of Operations in 2002)",55,tenure_proxy,24,24,unknown,False,[],,,,46.5,"Owner ~55 (53-57 band, early succession window)",73.4,Solo pharmacist 10+yr Class A (24yr tenure),55,2 coast tell(s): no specialty services; single-store solo PIC operation,60,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline),58,C,C-tier: Legends Pharmacy (San Antonio).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",medium,0.7,False,,,False,2026-05-16T17:03:57Z,2,52
pharm-2-67,ffb5045a-257d-44e3-a88e-fd243c69a15b,independent_pharmacy,446110,Ridgmar Pharmacy,Ridgmar Pharmacy,2524 Mall Cir,Fort Worth,Tarrant,TX,76116,(817) 737-7377,http://ridgmar.kkspharmacytx.com/,,Class A (Community Pharmacy),,Good Neighbor Pharmacy,,,unknown,,24,unknown,False,[],,,,45.0,no owner-age signal; midpoint placeholder,76.4,Solo pharmacist 10+yr Class A (24yr tenure) | +3 banner (GNP/Health Mart),55,2 coast tell(s): no specialty services; single-store solo PIC operation,57,pharmacy PE consolidation rising; PBM compression = motivated sellers (+5 baseline) | -3 inner-city urban (Fort Worth),58,C,C-tier: Ridgmar Pharmacy (Fort Worth).,"Watch-list. Verify successor status, owner age, and deep-dive verification before active outreach.",low,0.5,False,,,False,2026-05-16T17:03:57Z,2,67
